,id,carat,cut,color,clarity,depth,table,x,y,z,price
2759,2759,0.9,Premium,G,SI2,62.0,61.0,6.11,6.14,3.8,3584
7044,7044,0.7,Ideal,E,VS1,61.2,57.0,5.75,5.78,3.53,3210
12500,12500,0.51,Ideal,E,SI1,61.7,57.0,5.08,5.12,3.15,1342
4030,4030,0.72,Ideal,F,SI2,62.7,55.0,5.74,5.77,3.6,2331
3352,3352,0.32,Ideal,D,VS2,60.5,56.0,4.41,4.44,2.68,758
1437,1437,0.41,Ideal,F,VVS1,61.4,56.0,4.77,4.8,2.94,1168
1233,1233,0.32,Ideal,I,VS1,63.0,56.0,4.35,4.29,2.72,505
7960,7960,0.41,Ideal,D,VS1,61.3,57.0,4.81,4.75,2.93,1230
4281,4281,0.41,Ideal,F,SI1,61.9,56.0,4.77,4.8,2.96,990
5046,5046,0.31,Very Good,E,SI1,63.5,58.0,4.34,4.31,2.74,698
9796,9796,1.31,Premium,H,SI2,63.0,57.0,6.96,7.0,4.4,6140
3102,3102,0.92,Premium,H,VS2,61.7,58.0,6.31,6.18,3.85,3629
2465,2465,0.23,Very Good,E,VVS2,61.4,60.0,3.93,3.98,2.42,505
6205,6205,0.4,Ideal,F,SI2,61.5,57.0,4.74,4.72,2.91,660
6363,6363,0.59,Premium,F,SI2,61.0,56.0,5.46,5.43,3.32,1262
449,449,1.5,Premium,G,VS1,60.4,60.0,7.42,7.36,4.47,12512
4885,4885,0.43,Ideal,D,VS2,60.9,57.0,4.91,4.86,2.98,1018
9862,9862,0.37,Premium,F,VS2,61.2,60.0,4.63,4.67,2.84,811
3621,3621,1.21,Very Good,E,VVS1,59.9,58.0,6.91,6.98,4.14,13929
2317,2317,0.32,Premium,G,VS1,62.4,58.0,4.35,4.38,2.73,616
2185,2185,0.91,Premium,H,SI2,61.2,59.0,6.21,6.19,3.79,3394
4477,4477,0.73,Ideal,E,VS2,60.1,57.0,5.85,5.91,3.53,3451
1890,1890,0.29,Very Good,F,VVS2,61.9,57.0,4.24,4.26,2.64,620
1155,1155,0.51,Ideal,E,SI1,61.6,56.0,5.14,5.17,3.17,1547
5665,5665,0.4,Good,G,SI2,63.1,59.0,4.69,4.73,2.97,471
14027,14027,0.81,Premium,G,SI1,61.5,57.0,6.06,6.05,3.7,2898
5960,5960,0.26,Very Good,G,IF,59.4,61.0,4.2,4.24,2.51,550
1728,1728,0.53,Ideal,G,VS2,62.2,55.0,5.18,5.22,3.23,1422
5385,5385,0.9,Very Good,D,SI1,62.6,57.0,6.14,6.2,3.86,4068
10383,10383,1.01,Premium,G,SI2,61.0,59.0,6.46,6.43,3.94,4218
7202,7202,0.32,Ideal,G,VS1,62.4,54.0,4.39,4.37,2.73,645
10500,10500,0.71,Premium,E,VS1,61.7,58.0,5.73,5.78,3.55,3211
10872,10872,0.52,Premium,F,SI1,61.0,58.0,5.23,5.2,3.19,1271
11668,11668,0.51,Ideal,G,VS2,61.5,56.0,5.11,5.18,3.17,1343
4392,4392,1.06,Ideal,H,SI2,61.7,56.0,6.56,6.6,4.06,4580
2503,2503,0.91,Good,E,SI1,63.7,59.0,6.11,6.15,3.92,4227
7195,7195,1.06,Very Good,G,VS1,62.0,58.0,6.53,6.58,4.07,6825
2463,2463,1.25,Ideal,F,VS2,61.6,57.0,6.92,6.88,4.25,10332
10557,10557,0.91,Very Good,H,VS2,61.3,63.0,6.15,6.2,3.8,4435
2846,2846,2.01,Premium,I,VS2,61.6,59.0,8.09,8.06,5.0,16857
8965,8965,1.52,Ideal,H,VS2,60.3,57.0,7.48,7.46,4.5,10929
4716,4716,0.53,Ideal,F,SI1,61.7,56.0,5.18,5.22,3.2,1318
1612,1612,0.72,Ideal,E,SI2,61.3,56.0,5.83,5.76,3.55,2509
6883,6883,0.7,Ideal,H,VVS1,61.9,56.0,5.68,5.72,3.53,3193
2191,2191,2.01,Very Good,I,SI2,62.8,57.0,7.96,8.04,5.04,13803
1729,1729,1.5,Premium,E,SI2,61.8,59.0,7.33,7.34,4.53,7404
10803,10803,1.53,Very Good,F,SI1,61.0,60.0,7.41,7.46,4.53,12207
10283,10283,0.71,Premium,G,VS2,60.8,59.0,5.73,5.78,3.51,2585
8157,8157,0.32,Very Good,F,VS2,60.8,60.0,4.41,4.43,2.69,645
9295,9295,1.01,Ideal,H,SI2,61.8,57.0,6.47,6.42,3.99,4282
4842,4842,0.51,Ideal,D,VS1,62.0,56.0,5.12,5.16,3.19,1778
14177,14177,1.19,Ideal,G,VS2,62.0,56.0,6.78,6.81,4.21,7399
6333,6333,1.34,Premium,E,SI1,63.0,58.0,7.03,6.97,4.42,6077
10620,10620,0.35,Ideal,H,VS2,62.3,57.0,4.51,4.48,2.8,729
4047,4047,1.21,Ideal,H,VS1,61.1,57.0,6.83,6.89,4.19,6468
13259,13259,0.3,Ideal,E,VVS1,62.1,55.0,4.3,4.33,2.68,895
7854,7854,0.51,Good,G,SI1,63.7,57.0,5.1,5.06,3.24,1263
6929,6929,1.01,Premium,F,VS2,62.4,58.0,6.42,6.36,3.99,6416
5058,5058,1.09,Ideal,G,SI2,62.9,57.0,6.52,6.55,4.11,5051
4240,4240,0.56,Ideal,E,SI1,62.6,57.0,5.29,5.23,3.29,1698
14325,14325,0.5,Very Good,G,VS2,61.1,58.0,5.09,5.14,3.12,1437
13782,13782,2.0,Very Good,G,SI1,60.5,63.0,8.07,8.13,4.91,12756
2755,2755,0.7,Very Good,G,VS2,62.5,55.0,5.65,5.7,3.55,2452
2492,2492,1.26,Ideal,I,SI1,61.6,56.0,7.0,6.93,4.3,5755
3139,3139,0.9,Very Good,F,SI1,63.4,57.0,6.1,6.06,3.86,3965
14128,14128,1.51,Ideal,H,VS1,60.6,60.0,7.45,7.41,4.5,11946
7342,7342,0.3,Ideal,E,VVS1,62.0,57.0,4.33,4.31,2.68,1114
11715,11715,0.54,Ideal,H,VVS1,62.4,55.0,5.21,5.19,3.25,2016
3272,3272,0.72,Ideal,H,VS2,62.8,57.0,5.72,5.74,3.6,2338
12336,12336,0.61,Premium,G,VS1,62.0,55.0,5.43,5.46,3.38,2192
11946,11946,2.0,Premium,I,SI1,62.9,57.0,7.97,8.02,5.02,15528
2889,2889,1.01,Good,E,VS2,59.8,61.0,6.44,6.49,3.87,7177
788,788,1.1,Good,H,SI1,60.9,62.0,6.6,6.64,4.03,4878
13223,13223,0.52,Ideal,D,SI2,63.0,57.0,5.14,5.12,3.23,1223
14429,14429,1.0,Very Good,F,SI1,62.9,56.0,6.26,6.32,3.96,4682
4890,4890,0.26,Ideal,E,VS1,62.4,56.0,4.07,4.1,2.55,622
13894,13894,0.5,Good,D,SI1,62.0,58.0,5.08,5.11,3.15,1395
13439,13439,0.31,Ideal,G,VVS2,62.0,53.0,4.38,4.4,2.72,672
13561,13561,1.51,Very Good,H,VS2,64.1,55.0,7.33,7.27,4.66,10852
7558,7558,1.02,Premium,D,SI2,59.8,58.0,6.5,6.45,3.88,4295
3377,3377,1.53,Very Good,J,VVS1,63.7,60.0,7.28,7.33,4.64,11572
4527,4527,0.36,Ideal,D,VS1,61.8,56.0,4.54,4.56,2.81,1066
12373,12373,0.53,Ideal,E,VS2,61.4,57.0,5.21,5.24,3.2,1607
1780,1780,0.44,Ideal,I,VS2,62.3,55.0,4.85,4.9,3.04,773
6580,6580,1.52,Ideal,H,SI1,62.7,57.0,7.31,7.36,4.6,8687
2959,2959,1.04,Ideal,G,SI1,61.2,56.0,6.54,6.5,3.99,5651
4816,4816,1.02,Very Good,H,SI1,63.1,57.0,6.34,6.45,4.04,4950
8030,8030,0.52,Good,H,VS1,63.8,56.0,5.08,5.12,3.26,1627
349,349,0.7,Premium,F,SI1,63.0,59.0,5.64,5.58,3.53,2016
13650,13650,0.51,Ideal,D,VS2,61.3,56.0,5.16,5.13,3.16,1767
5460,5460,1.0,Premium,E,SI2,62.3,58.0,6.37,6.32,3.96,4240
3349,3349,1.54,Very Good,D,VS2,59.7,59.0,7.4,7.5,4.46,13372
42,42,0.31,Ideal,H,VS2,61.6,54.0,4.35,4.38,2.69,523
801,801,0.58,Premium,F,VS2,61.9,58.0,5.37,5.33,3.31,1989
3529,3529,0.32,Premium,H,VS1,61.9,58.0,4.39,4.4,2.72,720
12030,12030,0.41,Very Good,D,VVS1,62.3,57.0,4.73,4.75,2.96,1289
981,981,1.01,Premium,G,SI1,62.9,60.0,6.27,6.39,3.99,4739
3458,3458,0.32,Premium,D,SI1,61.1,62.0,4.42,4.46,2.7,622
5512,5512,1.25,Premium,J,VS2,62.5,59.0,6.89,6.85,4.29,6124
8248,8248,0.7,Fair,G,VS2,61.5,62.0,5.63,5.67,3.46,2306
12171,12171,1.17,Very Good,G,SI2,63.4,60.0,6.65,6.68,4.22,4389
7510,7510,0.7,Ideal,F,VS2,61.8,56.0,5.7,5.72,3.53,2739
9129,9129,0.32,Ideal,F,VVS1,61.9,56.0,4.38,4.41,2.72,867
7428,7428,0.73,Very Good,G,SI1,62.8,58.0,5.72,5.75,3.61,2542
7417,7417,0.79,Ideal,G,SI1,62.0,57.0,5.95,5.93,3.69,2894
9097,9097,0.73,Ideal,D,SI1,61.8,55.0,5.79,5.77,3.58,2973
12815,12815,1.01,Premium,D,VS2,59.1,59.0,6.53,6.57,3.88,7666
2756,2756,1.13,Ideal,H,VS2,61.9,57.0,6.66,6.69,4.14,5923
916,916,1.71,Premium,H,SI1,61.9,59.0,7.67,7.63,4.72,11567
4617,4617,0.72,Good,E,VS2,63.7,57.0,5.63,5.68,3.62,2377
1616,1616,0.32,Premium,H,SI1,62.6,58.0,4.36,4.33,2.72,591
6072,6072,1.5,Ideal,E,SI1,60.8,57.0,7.28,7.34,4.43,10494
6536,6536,0.3,Ideal,G,VVS1,62.0,57.0,4.28,4.31,2.66,764
2146,2146,0.32,Ideal,F,IF,61.4,54.0,4.41,4.46,2.72,979
1833,1833,1.52,Very Good,H,VS2,61.5,55.0,7.44,7.51,4.61,11138
9314,9314,0.92,Premium,E,SI2,62.1,58.0,6.22,6.2,3.86,4123
8482,8482,0.26,Very Good,G,VVS2,62.8,56.0,4.06,4.09,2.54,614
8722,8722,0.33,Ideal,H,VVS2,61.5,56.0,4.45,4.46,2.74,579
8888,8888,0.41,Ideal,F,SI1,61.4,57.0,4.83,4.77,2.95,1015
4714,4714,1.01,Very Good,H,SI1,63.1,58.0,6.34,6.37,4.01,5410
7897,7897,0.71,Premium,G,SI1,61.4,57.0,5.71,5.73,3.51,2287
9932,9932,0.33,Ideal,E,VS2,61.8,54.0,4.47,4.43,2.75,928
10419,10419,0.35,Ideal,G,IF,60.9,55.0,4.6,4.6,2.8,1044
782,782,0.24,Very Good,E,VS2,61.9,59.0,3.96,3.99,2.46,367
5769,5769,0.52,Ideal,D,SI1,61.5,57.0,5.15,5.2,3.18,1417
7085,7085,1.06,Ideal,H,SI1,62.5,57.0,6.52,6.55,4.07,5330
5032,5032,1.01,Premium,G,VS2,61.9,58.0,6.45,6.41,3.98,6065
7200,7200,0.71,Very Good,G,SI1,62.6,58.0,5.63,5.67,3.54,2428
9380,9380,0.39,Ideal,F,VVS2,61.9,56.0,4.7,4.69,2.91,1127
11737,11737,0.27,Very Good,E,VVS1,62.1,58.0,4.17,4.21,2.59,526
2401,2401,1.56,Ideal,F,SI1,61.4,55.0,7.48,7.52,4.6,14247
7182,7182,0.5,Ideal,E,VS2,62.5,57.0,5.14,5.11,3.2,1746
4205,4205,0.41,Ideal,F,IF,60.5,56.0,4.82,4.85,2.92,1439
4641,4641,2.01,Premium,J,SI1,59.3,59.0,8.26,8.21,4.89,12499
2152,2152,0.33,Ideal,G,VS2,62.3,57.0,4.42,4.45,2.77,579
13937,13937,1.02,Premium,H,VS2,62.8,58.0,6.43,6.39,4.02,4958
2947,2947,0.4,Very Good,D,VVS1,63.7,55.0,4.67,4.71,2.99,1320
9238,9238,0.84,Good,E,SI2,60.3,64.0,6.1,6.07,3.68,3199
7672,7672,1.0,Ideal,H,VS1,61.8,54.0,6.41,6.36,3.95,6093
3878,3878,0.42,Good,G,VS2,57.6,59.0,4.93,4.69,2.8,1087
8494,8494,1.05,Premium,F,VS2,61.9,58.0,6.49,6.52,4.02,6578
13599,13599,1.5,Fair,J,I1,63.9,57.0,7.26,7.21,4.62,5116
10553,10553,1.02,Premium,D,SI2,61.7,56.0,6.47,6.42,3.96,4458
9517,9517,0.52,Ideal,D,SI1,61.6,57.0,5.19,5.21,3.2,1600
11828,11828,0.51,Ideal,G,SI1,61.6,55.0,5.14,5.18,3.18,1929
14264,14264,0.42,Premium,E,VS2,62.3,59.0,4.8,4.76,2.98,1087
3023,3023,2.04,Good,I,VS2,58.3,58.0,8.4,8.46,4.94,16277
12165,12165,1.2,Premium,J,SI1,60.9,59.0,6.87,6.81,4.17,5110
3541,3541,0.41,Ideal,D,VVS2,61.6,56.0,4.78,4.81,2.95,1314
3279,3279,0.31,Ideal,F,IF,62.0,54.0,4.36,4.34,2.7,863
12919,12919,0.54,Good,E,SI1,63.7,55.0,5.21,5.16,3.3,1438
13794,13794,0.32,Ideal,G,VVS2,62.0,55.0,4.39,4.42,2.73,707
10114,10114,0.43,Ideal,G,IF,61.8,55.0,4.86,4.88,3.0,1433
14078,14078,1.02,Premium,F,VS2,62.9,59.0,6.38,6.35,4.01,6759
2804,2804,1.02,Very Good,G,VS2,63.8,59.0,6.33,6.29,4.02,5750
2211,2211,1.02,Ideal,E,SI2,62.3,56.0,6.43,6.37,3.99,4702
6889,6889,0.9,Very Good,J,VS2,62.8,56.0,6.15,6.12,3.85,3290
8701,8701,0.9,Good,F,VS2,62.6,57.0,6.12,6.17,3.84,4630
10911,10911,0.23,Ideal,F,VS2,62.0,55.0,3.92,3.94,2.44,396
3133,3133,0.42,Premium,I,VVS1,61.9,57.0,4.8,4.78,2.97,945
6867,6867,0.31,Ideal,D,VS2,61.5,55.0,4.37,4.33,2.68,942
8550,8550,0.7,Good,F,SI1,64.0,59.0,5.56,5.62,3.59,2436
10372,10372,1.2,Ideal,G,VVS2,62.9,57.0,6.74,6.69,4.25,9965
4320,4320,0.55,Ideal,E,VS2,62.1,56.0,5.24,5.26,3.26,1754
11024,11024,0.72,Ideal,G,VS1,62.7,56.0,5.73,5.69,3.57,3061
2107,2107,0.74,Very Good,G,SI2,61.7,60.0,5.79,5.85,3.59,2275
9319,9319,1.3,Premium,F,VS2,62.5,55.0,6.97,6.93,4.35,8750
10951,10951,2.01,Premium,H,SI2,62.5,57.0,8.08,8.01,5.01,15673
3973,3973,0.31,Premium,E,SI2,62.2,59.0,4.37,4.34,2.71,558
12068,12068,1.05,Very Good,F,SI2,63.4,57.0,6.44,6.48,4.09,3763
3034,3034,1.02,Premium,J,SI1,62.5,58.0,6.45,6.38,4.01,4072
5459,5459,1.01,Ideal,F,VVS1,62.7,57.0,6.39,6.37,4.0,9476
9404,9404,2.02,Very Good,F,SI2,61.7,56.0,8.12,8.16,5.02,17658
4663,4663,0.28,Ideal,F,IF,61.3,57.0,4.23,4.27,2.61,612
3286,3286,0.51,Very Good,D,VS2,61.9,59.0,5.13,5.1,3.16,1654
2367,2367,0.51,Ideal,E,SI1,60.9,57.0,5.16,5.22,3.16,1325
8874,8874,0.7,Premium,F,SI1,60.0,62.0,5.78,5.74,3.46,2671
11147,11147,0.51,Very Good,D,VS2,61.9,60.0,5.11,5.14,3.17,1728
440,440,0.33,Ideal,F,VVS1,61.6,56.0,4.44,4.47,2.74,877
14414,14414,1.56,Very Good,H,SI2,61.2,59.0,7.41,7.47,4.55,7459
11654,11654,0.4,Good,F,SI1,63.1,57.0,4.67,4.72,2.96,737
8672,8672,1.2,Very Good,I,SI1,63.1,55.0,6.75,6.71,4.24,5073
4692,4692,0.31,Premium,H,VS2,60.7,60.0,4.33,4.35,2.63,628
12962,12962,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.79,2.97,1079
7077,7077,2.03,Ideal,F,SI2,62.3,55.0,8.08,8.13,5.04,17710
9515,9515,2.22,Premium,E,SI2,61.6,58.0,8.41,8.37,5.15,13215
1224,1224,0.32,Good,J,VS1,63.1,58.0,4.33,4.35,2.73,449
11407,11407,1.01,Premium,I,VS2,62.3,58.0,6.39,6.34,3.97,4515
2592,2592,1.06,Premium,G,SI2,61.8,60.0,6.57,6.48,4.03,4140
3247,3247,0.33,Ideal,G,VVS1,62.0,55.0,4.45,4.48,2.77,868
8113,8113,0.54,Premium,E,VS2,61.2,58.0,5.23,5.25,3.21,1689
6832,6832,0.33,Ideal,D,VS2,62.1,54.0,4.41,4.44,2.75,621
6417,6417,1.2,Ideal,E,VS2,61.9,56.0,6.78,6.74,4.18,8668
7746,7746,0.51,Very Good,D,SI2,63.2,56.0,5.07,5.11,3.22,1433
2691,2691,1.5,Ideal,H,VS1,61.9,54.0,7.36,7.41,4.57,11413
4132,4132,0.72,Ideal,E,VS1,62.7,56.0,5.68,5.73,3.57,2893
10746,10746,0.31,Very Good,H,SI1,63.0,57.0,4.28,4.3,2.71,472
12514,12514,0.51,Premium,G,VS1,61.2,58.0,5.18,5.15,3.16,1813
2249,2249,0.34,Ideal,F,SI2,61.3,55.0,4.54,4.5,2.77,574
2552,2552,1.5,Good,J,VS2,62.2,60.0,7.16,7.23,4.48,7652
9484,9484,0.38,Ideal,E,VVS1,61.5,56.0,4.66,4.68,2.87,1247
8119,8119,0.72,Ideal,D,SI1,61.6,57.0,5.78,5.81,3.56,2801
9728,9728,0.33,Ideal,G,VS2,60.9,54.0,4.5,4.5,2.74,743
3649,3649,0.33,Ideal,E,VVS2,62.6,57.0,4.41,4.39,2.76,820
380,380,0.41,Ideal,E,VVS1,60.9,56.0,4.77,4.83,2.92,1436
9554,9554,0.78,Ideal,H,VS1,62.6,58.0,5.89,5.94,3.7,3066
12429,12429,1.24,Very Good,H,SI1,60.1,57.0,7.01,7.04,4.23,7098
8696,8696,0.5,Premium,I,SI2,59.8,60.0,5.18,5.16,3.09,1047
8313,8313,0.7,Very Good,F,VS1,61.9,56.0,5.65,5.67,3.51,3160
8121,8121,0.52,Ideal,H,VS1,61.8,57.0,5.14,5.19,3.19,1429
1360,1360,0.38,Ideal,G,VS1,62.0,54.0,4.66,4.69,2.89,891
3196,3196,0.3,Very Good,E,VS2,62.9,58.0,4.3,4.25,2.69,621
2037,2037,0.75,Ideal,D,VS1,61.9,56.0,5.81,5.85,3.61,3334
486,486,0.71,Premium,G,SI1,60.9,59.0,5.75,5.82,3.52,2496
9602,9602,0.26,Premium,H,VVS2,60.2,58.0,4.2,4.15,2.51,554
783,783,0.7,Very Good,E,SI1,63.1,57.0,5.63,5.69,3.57,2771
7623,7623,0.3,Ideal,F,VS1,60.7,57.0,4.35,4.37,2.64,774
5553,5553,0.43,Very Good,G,VS1,60.6,55.0,4.98,5.03,3.02,1228
13848,13848,0.41,Very Good,E,SI1,61.5,61.0,4.73,4.76,2.92,755
11131,11131,0.54,Ideal,E,SI1,62.1,54.0,5.21,5.24,3.24,1592
3238,3238,0.33,Ideal,D,VS2,60.9,55.0,4.47,4.51,2.73,681
13090,13090,1.34,Ideal,G,VS2,61.7,56.0,7.12,7.04,4.37,9401
5369,5369,0.4,Premium,D,SI1,60.9,59.0,4.77,4.74,2.9,1089
11318,11318,0.33,Very Good,G,IF,63.0,56.0,4.44,4.41,2.78,1081
8304,8304,1.19,Very Good,H,SI1,59.9,57.0,6.87,6.93,4.13,6183
14450,14450,0.42,Ideal,G,SI1,61.1,57.0,4.81,4.85,2.95,882
5494,5494,0.4,Premium,E,VS1,60.0,58.0,4.83,4.77,2.87,1035
7691,7691,0.53,Ideal,E,VS2,61.4,56.0,5.23,5.25,3.21,1819
7706,7706,1.53,Premium,F,SI1,60.4,61.0,7.51,7.49,4.54,10365
1915,1915,1.01,Very Good,G,VS2,63.1,59.0,6.37,6.33,4.0,5226
5090,5090,0.41,Premium,G,VS2,61.6,59.0,4.85,4.78,2.97,1061
7107,7107,2.11,Ideal,H,SI1,62.2,60.0,8.13,8.18,5.07,18407
7375,7375,1.03,Premium,E,SI2,62.6,59.0,6.38,6.47,4.02,4363
8019,8019,0.9,Ideal,G,VS2,62.1,54.0,6.18,6.19,3.84,4400
3464,3464,2.01,Premium,I,SI1,60.1,59.0,8.06,7.94,4.86,14341
2138,2138,1.03,Premium,F,VS2,62.5,57.0,6.47,6.44,4.05,6989
9202,9202,0.3,Ideal,E,VS2,61.7,55.0,4.29,4.33,2.66,658
7248,7248,2.11,Premium,H,VS2,61.3,60.0,8.24,8.2,5.05,18026
742,742,0.52,Very Good,G,SI1,62.8,54.0,5.1,5.14,3.21,1249
8285,8285,0.5,Premium,F,SI1,60.9,58.0,5.09,5.12,3.11,1838
7780,7780,1.01,Ideal,F,VVS2,62.0,54.0,6.41,6.45,3.98,8366
6127,6127,0.76,Ideal,E,VS2,61.9,56.0,5.87,5.84,3.63,3235
6044,6044,1.02,Ideal,D,SI1,61.0,58.0,6.55,6.47,3.98,5842
8168,8168,0.73,Ideal,E,VVS1,62.1,57.0,5.79,5.77,3.59,3785
13385,13385,0.56,Ideal,F,VS2,62.8,56.0,5.27,5.3,3.31,1662
4480,4480,1.03,Premium,F,SI1,62.9,59.0,6.42,6.38,4.03,5816
3442,3442,0.51,Ideal,G,VS1,61.8,56.0,5.1,5.14,3.17,1721
5601,5601,1.17,Premium,F,SI2,59.9,59.0,6.84,6.87,4.1,5405
4521,4521,0.42,Ideal,D,VVS2,60.9,56.0,4.81,4.84,2.94,1342
2847,2847,0.43,Premium,D,SI1,60.6,60.0,4.83,4.85,2.94,774
6576,6576,1.01,Very Good,G,SI1,62.9,58.0,6.28,6.32,3.96,5192
12470,12470,1.51,Very Good,E,VS2,63.3,59.0,7.27,7.3,4.61,13582
6569,6569,0.36,Ideal,D,SI1,61.4,56.0,4.58,4.62,2.82,692
11342,11342,0.4,Very Good,E,SI1,62.8,57.0,4.71,4.75,2.96,882
6501,6501,0.31,Ideal,G,IF,61.9,55.0,4.38,4.41,2.72,901
5038,5038,1.52,Premium,I,VS2,61.7,58.0,7.39,7.44,4.57,8688
14200,14200,0.91,Premium,F,SI2,62.5,58.0,6.16,6.21,3.86,3933
8424,8424,2.06,Premium,G,VS2,62.3,58.0,8.14,8.07,5.04,18535
5945,5945,1.51,Premium,E,VS2,60.2,60.0,7.4,7.44,4.47,13777
1834,1834,0.54,Ideal,G,VS2,62.0,55.0,5.26,5.2,3.25,1786
10549,10549,0.31,Ideal,F,VS2,62.4,55.0,4.37,4.32,2.71,802
12295,12295,0.57,Ideal,D,VS2,60.9,56.0,5.32,5.35,3.25,1787
12822,12822,1.5,Very Good,E,VS2,62.2,59.0,7.27,7.3,4.53,14639
14083,14083,0.92,Ideal,D,SI1,62.2,56.0,6.19,6.22,3.86,5538
5426,5426,0.57,Ideal,E,VS1,62.4,56.0,5.32,5.28,3.3,2028
4801,4801,0.5,Very Good,D,SI1,61.0,58.0,5.07,5.11,3.11,1432
5358,5358,0.54,Ideal,F,VS1,62.0,56.0,5.22,5.24,3.24,2091
11190,11190,0.4,Premium,H,SI1,61.7,58.0,4.73,4.7,2.9,655
10327,10327,0.83,Ideal,G,SI2,61.8,56.0,6.08,6.04,3.73,3251
9117,9117,0.51,Ideal,D,VS2,61.7,56.0,5.15,5.18,3.18,2098
3003,3003,0.46,Good,H,SI1,59.9,57.0,5.02,5.06,2.99,1140
23,23,0.33,Premium,H,SI1,62.1,59.0,4.43,4.46,2.76,631
6879,6879,0.77,Ideal,F,VS1,61.2,56.0,5.95,5.91,3.63,3720
3524,3524,1.24,Ideal,F,VS1,62.0,57.0,6.95,6.89,4.28,10692
10597,10597,1.71,Premium,J,VVS2,60.9,58.0,7.74,7.67,4.69,10306
6831,6831,0.34,Ideal,F,VVS1,61.5,55.0,4.55,4.51,2.79,1052
8763,8763,0.4,Good,H,SI2,63.3,54.0,4.74,4.77,3.0,591
1309,1309,2.01,Premium,H,VS2,60.1,60.0,8.02,7.96,4.84,16239
13927,13927,1.51,Ideal,G,SI2,62.7,56.0,7.35,7.25,4.57,9290
8034,8034,1.6,Ideal,G,VVS2,61.4,56.0,7.62,7.49,4.65,15845
3475,3475,0.52,Very Good,G,VVS1,63.0,55.0,5.14,5.11,3.23,1850
789,789,0.31,Ideal,I,VS2,62.1,57.0,4.31,4.34,2.69,463
11498,11498,1.11,Ideal,H,SI1,61.9,57.0,6.65,6.63,4.11,6164
11518,11518,0.86,Premium,G,SI2,62.3,58.0,6.09,6.07,3.78,2795
11256,11256,0.9,Premium,I,VS2,62.4,59.0,6.1,6.06,3.8,2930
3284,3284,0.31,Ideal,E,VS2,61.9,56.0,4.32,4.3,2.67,872
7584,7584,1.08,Ideal,G,IF,61.2,57.0,6.59,6.63,4.04,10463
2514,2514,2.08,Ideal,H,SI2,61.8,55.0,8.16,8.22,5.05,16778
13160,13160,0.32,Ideal,D,SI1,61.3,55.0,4.4,4.44,2.71,715
4385,4385,1.14,Ideal,F,VS2,61.8,55.0,6.69,6.73,4.15,8256
10598,10598,1.06,Ideal,G,IF,61.3,56.0,6.58,6.54,4.02,8341
4905,4905,0.31,Very Good,F,VS2,61.8,57.0,4.33,4.36,2.68,500
8444,8444,0.32,Premium,D,SI1,62.6,58.0,4.41,4.37,2.75,756
6657,6657,0.33,Very Good,D,VS2,61.0,56.0,4.47,4.44,2.72,781
13837,13837,0.43,Ideal,D,VS2,61.3,56.0,4.88,4.9,3.0,1105
5079,5079,0.74,Very Good,G,SI2,62.8,57.0,5.73,5.76,3.61,2333
8626,8626,0.41,Ideal,D,SI1,61.9,55.0,4.78,4.81,2.96,748
3688,3688,0.32,Very Good,H,SI1,62.8,57.0,4.32,4.34,2.72,449
1395,1395,0.31,Ideal,E,VVS2,61.6,56.0,4.41,4.43,2.72,789
6822,6822,0.59,Premium,F,VS1,61.2,60.0,5.4,5.37,3.3,1928
5216,5216,0.35,Good,H,SI1,63.7,57.0,4.53,4.57,2.9,522
7238,7238,0.42,Ideal,F,VVS2,60.7,56.0,4.85,4.88,2.94,1223
14410,14410,0.34,Ideal,G,IF,60.1,57.0,4.58,4.55,2.75,1084
11422,11422,1.11,Good,H,SI1,63.8,58.0,6.61,6.55,4.18,6541
6856,6856,0.41,Good,F,VS2,63.3,57.0,4.69,4.73,2.99,872
9585,9585,1.01,Very Good,E,SI2,63.5,55.0,6.33,6.3,4.01,3508
8141,8141,0.57,Premium,G,VVS2,61.5,58.0,5.32,5.35,3.29,1911
6951,6951,0.54,Ideal,F,SI1,61.8,58.0,5.22,5.25,3.24,1261
7095,7095,1.51,Premium,D,VS2,61.3,59.0,7.39,7.33,4.49,14867
11707,11707,1.19,Ideal,G,SI1,61.5,56.0,6.82,6.87,4.21,6621
8975,8975,1.32,Premium,G,VS2,61.4,58.0,7.03,6.97,4.3,9804
6743,6743,0.4,Ideal,E,VS2,62.8,56.0,4.7,4.73,2.95,1125
11132,11132,0.31,Ideal,G,VS2,62.0,55.0,4.35,4.4,2.71,544
3301,3301,1.09,Ideal,F,SI2,62.5,56.0,6.6,6.56,4.11,4811
12375,12375,0.91,Very Good,H,VS2,62.5,57.0,6.15,6.2,3.86,4992
9941,9941,0.3,Ideal,F,VS2,62.1,55.0,4.3,4.32,2.68,515
10440,10440,1.01,Premium,F,VVS2,62.8,60.0,6.43,6.37,4.01,8109
12407,12407,0.8,Very Good,F,VS1,62.2,57.0,5.94,5.96,3.7,3419
712,712,2.01,Ideal,F,SI2,62.2,56.0,8.11,8.05,5.03,13846
4279,4279,0.31,Ideal,D,VS2,62.1,54.0,4.37,4.34,2.7,589
6765,6765,0.3,Ideal,E,VS2,62.3,56.0,4.27,4.3,2.67,844
8473,8473,0.4,Ideal,D,SI2,61.8,55.0,4.77,4.74,2.94,855
